X_Minimum,X_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Length_of_Conveyer,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,SigmoidOfAreas
1063,1088,836,54,35,97343,107,1356,0.4308,0.6352,0.5172,0.0191,0.5179,0.6286,0.0,2.9557,1.415,1.3424,-0.4828,0.9775
1617,1629,207,28,22,21321,74,1633,0.0251,0.3462,0.3182,0.0074,0.3571,1.0,1.0,2.316,1.0,1.3424,0.6818,0.4564
731,736,17,9,6,2198,123,1358,0.8838,0.5278,0.8333,0.0044,0.6667,0.8333,0.0,1.2305,0.7782,0.7782,-0.1667,0.14
0,230,3786,247,106,479002,112,1360,0.0,0.6445,0.0296,0.1611,0.0724,0.5833,0.0,3.5884,2.3522,1.6721,-0.9604,1.0
919,931,119,15,12,12593,74,1364,0.659,0.2143,0.8571,0.0073,0.8,1.0,1.0,2.0756,1.0792,1.0792,0.1429,0.2901
41,216,6652,275,145,677593,43,1356,0.0605,0.4063,0.3841,0.1291,0.6383,0.5128,0.0,3.8649,2.243,1.8195,-0.6159,1.0
1244,1251,140,28,28,20262,118,1372,0.1429,0.4937,0.8571,0.0124,0.75,0.9643,1.0,2.1461,1.3222,1.4472,0.1429,0.6236
39,212,6490,268,142,674321,40,1356,0.0574,0.4569,0.3559,0.1274,0.6423,0.3554,0.0,3.8199,2.238,1.8261,-0.6441,1.0
1325,1332,168,19,29,18996,99,1354,0.0353,0.3925,0.2759,0.0052,0.3684,1.0,1.0,2.2253,0.8451,1.4624,0.7241,0.385
13,25,111,14,12,12773,99,1356,0.0251,0.4022,1.0,0.0074,0.7143,1.0,0.5,2.0492,1.0,1.0792,0.0,0.2583
1134,1156,271,36,33,32459,115,1374,0.2372,0.4024,0.5926,0.0116,0.5,0.9394,1.0,2.433,1.2041,1.4914,0.4074,0.7037
13,21,19,8,5,2318,105,1687,0.76,0.2591,0.6667,0.0047,1.0,1.0,0.0,1.2787,0.9031,0.699,-0.3333,0.1361
1569,1582,1949,173,188,225778,24,1362,0.0308,0.4816,0.0992,0.0155,0.1209,1.0,1.0,3.2865,1.3222,2.3117,0.9008,1.0
919,928,11,6,4,1233,115,1358,0.2047,0.5,0.3333,0.0044,1.0,1.0,0.0,1.0414,0.7782,0.6021,-0.6667,0.1262
1066,1077,224,26,32,27344,105,1354,0.1429,0.3613,0.6111,0.0096,0.5454,1.0,1.0,2.3503,1.1139,1.4624,0.3889,0.6221
1326,1333,17,6,5,2181,104,1687,0.5243,0.2,0.8333,0.0036,1.0,1.0,0.0,1.2305,0.7782,0.699,-0.1667,0.14
731,745,289,26,32,30229,48,1373,0.914,0.3214,0.4193,0.0102,0.5,1.0,1.0,2.4609,1.1461,1.4914,0.5806,0.6236
1687,1694,227,24,31,21300,64,1698,0.013,0.3565,0.2895,0.0053,0.375,1.0,1.0,2.356,0.9542,1.4914,0.7105,0.6839
726,738,196,19,22,20642,99,1358,0.8805,0.2642,0.5909,0.0088,0.6316,1.0,1.0,2.2923,1.1139,1.3424,0.4091,0.4514
1073,1088,563,26,50,56735,105,1376,0.3061,0.4074,0.4,0.011,0.4688,0.8,1.0,2.7118,1.1761,1.699,0.6,0.9963
1094,1108,140,23,24,15517,85,1696,0.6619,0.2917,0.5833,0.0071,0.4783,1.0,1.0,2.1461,1.0792,1.3802,0.4167,0.3977
630,649,121,14,12,12173,83,1690,0.7665,0.2556,0.75,0.0071,0.8571,1.0,1.0,2.0828,1.0792,1.0792,0.25,0.2583
1065,1084,155,20,13,15146,84,1360,0.4106,0.3611,0.8889,0.0118,0.8,1.0,1.0,2.1903,1.2041,1.0414,0.1111,0.4763
1069,1090,169,22,20,16849,79,1353,0.6647,0.3559,0.7273,0.0125,0.7727,0.9667,0.0,2.2279,1.2305,1.301,-0.2727,0.3977
557,567,65,11,11,6013,79,1364,0.7265,0.3232,0.8182,0.0067,0.7273,1.0,1.0,1.8129,1.0414,1.0414,0.1818,0.2051
780,787,194,12,20,19118,84,1690,0.8442,0.3182,0.55,0.0065,0.9167,1.0,1.0,2.2878,1.0414,1.301,0.45,0.3663
213,229,100,19,13,11608,101,1360,0.3241,0.4195,0.6191,0.0118,0.8421,0.9231,0.0,2.0,1.2041,1.1139,-0.381,0.2901
19,28,146,16,24,18674,110,1358,0.0398,0.3643,0.2813,0.0053,0.375,0.9583,1.0,2.1644,0.9542,1.3617,0.7188,0.4763
25,52,613,58,34,68349,82,1356,0.1724,0.4963,0.4828,0.0196,0.3913,0.9643,1.0,2.8267,1.4314,1.5315,0.5172,0.9961
39,212,6172,263,137,648030,41,1358,0.0574,0.4926,0.3815,0.1274,0.6578,0.4925,0.0,3.7904,2.238,1.8195,-0.6185,1.0
619,630,101,17,39,13829,132,1666,0.9546,0.3158,0.1389,0.0049,0.6471,1.0,1.0,2.0043,0.9031,1.5563,0.8611,0.3068
677,686,17,7,4,2267,113,1358,0.8304,0.4667,0.8333,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.6021,-0.1667,0.1449
732,744,119,43,22,13292,104,1356,0.8357,0.5489,0.9091,0.0148,0.3818,0.8095,0.0,2.0756,1.301,1.3424,-0.0909,0.7147
39,215,6432,262,137,669161,40,1358,0.0574,0.4291,0.3864,0.1298,0.6298,0.4891,0.0,3.8084,2.2279,1.8325,-0.6136,1.0
825,836,178,42,22,2267,98,1356,0.9003,0.2889,0.5238,0.0117,0.5385,0.6875,1.0,2.2504,1.2041,1.3424,0.4762,0.5626
1588,1610,87,9,12,8106,77,1692,0.0047,0.2875,0.8,0.0047,1.0,1.0,1.0,1.9395,0.9031,1.0792,0.2,0.2288
1219,1228,65,10,8,9381,129,1373,0.239,0.2667,0.375,0.0059,0.8,1.0,1.0,1.8129,0.9031,0.9031,0.625,0.2018
41,197,12509,670,425,1459713,41,1402,0.0585,0.4512,0.9737,0.112,0.2652,0.4465,0.0,4.0965,2.1987,2.1732,-0.0263,1.0
156,174,938,68,69,95555,91,1630,0.2083,0.3579,0.2893,0.0083,0.2857,1.0,1.0,2.9708,1.1461,1.8389,0.7407,0.9999
552,564,60,14,8,7241,114,1690,0.7107,0.1556,1.0,0.0071,0.8571,1.0,0.5,1.7781,1.0792,0.9031,0.0,0.1892
967,974,42,10,10,4131,93,1356,0.0236,0.3889,0.6,0.0044,0.4,1.0,1.0,1.6233,0.7782,1.0,0.4,0.1773
0,8,116,20,24,13355,86,1687,0.0,0.2875,0.3125,0.0059,0.55,1.0,1.0,2.0645,0.9031,1.3802,0.6875,0.3012
489,504,76,19,16,7394,114,1687,0.7228,0.7208,0.2222,0.0117,0.8846,0.5625,0.0,1.8808,1.2041,0.9542,-0.7778,0.2288
39,191,7639,578,334,941502,39,1402,0.0585,0.6246,0.9565,0.1105,0.6223,0.4114,1.0,3.9785,2.2095,2.2041,0.0435,1.0
1325,1339,119,14,14,12560,78,1362,0.0648,0.3214,0.8571,0.0088,0.8571,1.0,1.0,2.0756,1.0792,1.1461,0.1429,0.2901
791,804,231,39,36,27597,115,1360,0.9266,0.5454,0.4,0.0187,0.5833,0.4444,0.0,2.3636,1.415,1.0792,-0.6,0.7065
49,61,120,28,18,16912,97,1353,0.0746,0.2899,0.8889,0.0103,0.9375,0.9231,0.0,2.0792,1.1461,1.1761,-0.1111,0.4763
853,863,254,63,42,26034,119,1360,0.6319,0.5619,0.9745,0.0125,0.3304,0.7107,0.0,2.4031,1.2305,1.3424,-0.0255,0.9685
0,12,184,31,22,17588,77,1687,0.0,0.4833,0.6087,0.0088,0.5,1.0,1.0,2.2648,1.0792,1.3424,0.3913,0.6173
806,815,66,15,10,7605,99,1356,0.7338,0.175,0.8,0.0059,0.8,1.0,1.0,1.8195,0.9031,1.0,0.2,0.1852
951,961,57,11,8,6651,99,1360,0.7305,0.175,0.8,0.0059,0.9091,1.0,0.0,1.7559,1.0,0.9031,-0.2,0.1852
630,649,279,35,41,30451,95,1354,0.9019,0.3902,0.2857,0.0089,0.3429,1.0,1.0,2.4456,1.0792,1.6233,0.7143,0.7933
367,422,326,67,41,41053,120,1360,0.4531,0.7306,0.5185,0.028,0.5965,0.5161,0.0,2.5132,1.5798,1.3617,-0.4815,0.9549
1049,1059,85,12,13,8949,93,1692,0.6638,0.2267,1.0,0.0059,0.8333,1.0,0.5,1.9294,1.0,1.1139,0.0,0.2583
41,210,6543,266,131,667465,41,1358,0.0604,0.4362,0.4068,0.1259,0.654,0.5114,0.0,3.8236,2.233,1.8261,-0.5932,1.0
39,214,6653,276,131,688556,42,1358,0.0574,0.4441,0.4,0.1289,0.6264,0.5114,0.0,3.823,2.243,1.8451,-0.6,1.0
41,185,4487,239,102,470618,38,1402,0.1088,0.3404,0.4872,0.1063,0.6383,0.5889,0.0,3.6504,2.1584,1.6812,-0.5128,1.0
1257,1273,339,54,35,37930,114,1362,0.0308,0.4818,0.2174,0.0177,0.2637,0.9773,1.0,2.5302,1.3802,1.4914,0.7826,0.9373
481,503,153,44,24,17756,104,1356,0.5678,0.5392,0.7059,0.0195,0.8148,0.7083,0.0,2.1847,1.5185,1.2305,-0.2941,0.6678
654,661,52,9,9,7104,120,1364,0.9003,0.25,0.8889,0.0059,0.8889,1.0,0.0,1.716,0.9031,0.9542,-0.1111,0.1773
17,27,340,16,50,34655,77,1356,0.0251,0.32,0.34,0.0074,0.625,1.0,1.0,2.5315,1.0,1.699,0.66,0.7889
15,29,102,17,12,6442,61,1692,0.0218,0.2007,0.8571,0.0102,0.8235,1.0,0.0,2.0086,1.1461,1.0792,-0.1429,0.2901
50,181,3661,196,87,380538,43,1358,0.0779,0.4088,0.3571,0.0921,0.6762,0.5402,0.0,3.5636,2.1173,1.6721,-0.6429,1.0
736,742,17,6,5,2193,113,1358,0.8838,0.2857,0.8333,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.699,-0.1667,0.14
1673,1687,245,24,33,26337,80,1686,0.0047,0.4993,0.2432,0.0071,0.375,1.0,1.0,2.3892,1.0792,1.5185,0.7568,0.7512
699,708,87,15,12,8193,106,1358,0.9164,0.3232,0.9167,0.0081,0.8,1.0,1.0,1.9395,1.0414,1.0792,0.0833,0.2432
39,216,7038,269,133,722716,41,1358,0.0574,0.4433,0.3886,0.1303,0.6295,0.4962,0.0,3.8475,2.248,1.8325,-0.6114,1.0
1372,1388,102,20,28,11430,93,1650,0.0353,0.3287,0.3432,0.0087,0.4,1.0,1.0,2.0086,1.0792,1.4472,0.6568,0.3787
39,214,6882,274,131,677554,36,1356,0.0575,0.4603,0.3829,0.1289,0.6387,0.5114,0.0,3.817,2.243,1.8261,-0.6171,1.0
39,192,14309,562,424,1691554,37,1402,0.0556,0.4854,0.9503,0.1093,0.2984,0.4141,1.0,4.1567,2.1847,2.2601,0.0497,1.0
779,796,139,27,20,16692,104,1362,0.8158,0.4353,0.7368,0.0103,0.5556,0.95,1.0,2.143,1.1461,1.2787,0.2632,0.4399
483,512,2962,174,246,342202,87,1633,0.705,0.4647,0.2453,0.0287,0.1436,0.8973,1.0,3.4586,1.6021,2.3838,0.7547,1.0
41,216,6652,251,127,654358,40,1356,0.0604,0.4182,0.3943,0.1259,0.5397,0.4667,0.0,3.8377,2.233,1.8261,-0.6057,1.0
1043,1054,170,23,26,17100,86,1692,0.4569,0.4326,0.6,0.011,0.6522,1.0,1.0,2.2304,1.1761,1.3979,0.4,0.5162
1325,1346,323,48,33,32766,84,1353,0.0308,0.2346,0.6818,0.0118,0.5,1.0,1.0,2.5353,1.2041,1.5185,0.3182,0.8355
45,62,82,20,11,9431,100,1358,0.0607,0.6587,1.0,0.0103,0.7,0.8182,0.5,1.9138,1.1461,1.0414,0.0,0.2359
1315,1327,860,47,76,105560,105,1373,0.013,0.4556,0.3333,0.0199,0.5745,0.9607,1.0,2.9464,1.4314,1.9085,0.6667,0.9997
501,531,268,33,42,35308,124,1354,0.7273,0.6764,0.5652,0.0185,0.7193,0.6667,1.0,2.4281,1.3979,1.3617,0.4348,0.9732
41,219,4881,277,162,513464,40,1358,0.0604,0.4317,0.396,0.1296,0.6354,0.4102,0.0,3.6885,2.2455,1.6812,-0.604,1.0
1031,1056,114,37,25,13595,105,1360,0.0926,0.5076,0.8333,0.0192,0.6842,0.68,0.0,2.0569,1.415,1.301,-0.1667,0.5296
1588,1602,209,32,32,24697,112,1698,0.1213,0.4055,0.3846,0.0088,0.4688,1.0,1.0,2.3201,1.0792,1.4914,0.6154,0.5642
796,822,104,28,18,13464,113,1362,0.8542,0.5086,1.0,0.0117,0.5714,0.8889,0.5,2.017,1.2041,1.2041,0.0,0.4235
1145,1159,102,20,18,11570,107,1362,0.2482,0.4364,0.4444,0.0125,0.8,0.9444,1.0,2.0043,1.2305,1.2553,0.5556,0.3068
819,828,130,15,15,14703,86,1687,0.8667,0.2349,0.5333,0.0066,0.6,1.0,1.0,2.1173,0.9542,1.1761,0.4667,0.3241
1087,1103,584,39,39,62326,109,1682,0.6305,0.3083,0.1333,0.0077,0.3158,0.9231,1.0,2.775,1.1139,1.6021,0.8667,0.9519
39,218,6828,276,127,723789,40,1358,0.0574,0.4401,0.3785,0.1303,0.6269,0.5185,0.0,3.8343,2.248,1.8261,-0.6215,1.0
780,787,121,16,18,12094,95,1648,0.9284,0.2431,0.4444,0.0055,0.5625,1.0,1.0,2.0828,0.9542,1.2553,0.5556,0.3068
1121,1135,87,14,12,9120,95,1358,0.3352,0.3636,0.9091,0.0081,0.7857,0.9167,1.0,1.9395,1.0414,1.0414,0.0909,0.2173
1041,1056,204,20,28,22134,82,1362,0.3965,0.311,0.5789,0.0136,0.75,1.0,1.0,2.3096,1.2787,1.3979,0.4211,0.6422
277,292,463,46,48,60518,73,1692,0.3979,0.2957,0.9063,0.0148,0.3846,0.9583,1.0,2.6656,1.301,1.6628,0.0938,0.9848
25,37,88,15,11,9452,99,1356,0.0369,0.3149,0.8182,0.0066,0.6,1.0,1.0,1.9445,0.9542,1.0414,0.1818,0.2051
43,194,6827,216,124,723789,38,1358,0.0633,0.4083,0.3785,0.1274,0.7176,0.4537,0.0,3.8343,2.238,1.8451,-0.6215,1.0
1073,1081,99,21,13,13135,119,1387,0.4602,0.5652,0.8125,0.0095,0.7647,0.9231,0.0,1.9956,1.1139,1.0792,-0.1875,0.2914
1237,1248,630,28,62,49303,78,1353,0.1324,0.4022,0.2708,0.0103,0.5294,0.9194,1.0,2.7993,1.1461,1.7924,0.7292,0.9997
1563,1571,82,14,11,8193,80,1690,0.1201,0.2159,0.9091,0.0059,0.7143,1.0,1.0,1.9138,1.0,1.0414,0.0909,0.2173
10,22,85,9,14,11189,107,1360,0.0133,0.1571,0.7143,0.0066,0.8889,1.0,1.0,1.9294,0.9542,1.1461,0.2857,0.2532
1611,1623,264,32,25,22198,35,1656,0.065,0.4063,0.6,0.0061,0.3125,1.0,1.0,2.4216,1.0,1.3979,0.4,0.6422
919,974,2822,96,142,336567,109,1352,0.4513,0.6448,0.0441,0.0243,0.375,0.9737,1.0,3.4586,1.5185,2.1553,0.9559,1.0
445,790,3234,332,207,348957,68,1360,0.8203,0.6448,0.1429,0.073,0.5743,0.6667,1.0,3.5071,1.9956,2.1399,0.8571,1.0
853,861,60,15,10,6884,95,1356,0.7393,0.275,0.8,0.0074,0.6667,1.0,1.0,1.7781,1.0,1.0,0.2,0.1852
1589,1599,169,13,15,6886,42,1688,0.1385,0.3,0.8333,0.006,0.7692,1.0,1.0,2.2279,1.0,1.1761,0.1667,0.3509
9,22,699,68,38,76438,112,1373,0.0166,0.5673,0.1639,0.0125,0.2615,0.9829,1.0,2.8482,1.2305,1.5798,0.8361,0.9996
996,1009,409,32,51,45783,78,1358,0.5448,0.2778,0.2632,0.0088,0.4688,1.0,1.0,2.6117,1.0792,1.6721,0.7368,0.9755
17,23,103,12,15,9578,107,1690,0.0102,0.2083,0.3333,0.0048,0.6667,1.0,1.0,2.0128,0.9031,1.1761,0.6667,0.266
623,631,80,10,11,14669,108,1628,0.9269,0.4,1.0,0.0053,0.9,0.9091,0.5,1.9031,0.9542,1.0,0.0,0.2359
1125,1142,1335,18,112,14912,107,1353,0.3206,0.5314,0.2063,0.0126,0.9444,1.0,1.0,3.1297,1.2305,1.9868,0.7936,1.0
18,32,122,23,23,14323,106,1354,0.0384,0.4658,0.55,0.0103,0.6087,0.8696,1.0,2.0864,1.1461,1.301,0.45,0.3663
516,528,140,22,18,16920,105,1356,0.783,0.3309,0.7059,0.0081,0.5454,0.9444,1.0,2.1461,1.0414,1.2305,0.2941,0.3419
1613,1622,52,10,8,5999,101,1658,0.2088,0.1556,1.0,0.0047,0.8,1.0,0.5,1.716,0.9031,0.9031,0.0,0.1622
39,192,12108,614,359,1402972,35,1402,0.0556,0.505,0.9669,0.1077,0.2459,0.4286,0.0,4.0831,2.179,2.2095,-0.0331,1.0
782,804,184,22,22,20124,87,1362,0.8226,0.3254,0.8,0.011,0.6818,0.7273,0.0,2.2648,1.1761,1.2041,-0.2,0.5296
789,797,29,22,6,3489,105,1360,0.9808,0.5735,0.2353,0.0125,0.7727,0.6667,0.0,1.4624,1.2305,0.6021,-0.7647,0.1734
1051,1066,386,30,39,36875,78,1696,0.7385,0.2593,0.2308,0.0071,0.4,1.0,1.0,2.5866,1.0792,1.5911,0.7692,0.7347
1331,1344,51,12,8,5608,95,1687,0.0441,0.2597,0.6364,0.0065,0.9167,1.0,0.0,1.7076,1.0414,0.8451,-0.3636,0.1822
41,216,6010,257,123,626586,39,1358,0.0604,0.5007,0.3842,0.1303,0.6732,0.5529,0.0,3.7789,2.248,1.8325,-0.6158,1.0
395,443,209,26,20,24156,115,1358,0.5802,0.6245,0.65,0.0169,0.7308,0.65,0.0,2.3201,1.3617,1.1139,-0.35,0.6015
621,632,226,25,26,23155,75,1353,0.9808,0.5489,0.3462,0.0081,0.45,1.0,1.0,2.3541,1.0414,1.415,0.6539,0.4564
1122,1139,199,38,23,19728,109,1354,0.1313,0.5709,0.72,0.0148,0.5263,0.8261,1.0,2.2989,1.301,1.2787,0.28,0.6268
933,940,88,14,12,9690,84,1690,0.8304,0.3175,0.9167,0.0071,0.8571,1.0,0.0,1.9445,1.0792,1.0792,-0.0833,0.2432
39,209,13309,310,173,156635,33,1402,0.0558,0.4881,0.4193,0.1236,0.2675,0.5245,0.0,4.1207,2.2253,1.7993,-0.5806,1.0
1065,1065,69,15,14,7551,98,1652,0.5646,0.1746,0.5,0.0043,0.4,1.0,1.0,1.8389,0.7782,1.1461,0.5,0.204
41,199,5753,320,186,593650,40,1358,0.0585,0.3996,0.3974,0.1114,0.625,0.4114,0.0,3.7599,2.1931,1.7924,-0.6026,1.0
732,744,138,23,22,15501,91,1626,0.8537,0.4394,0.5454,0.0086,0.6087,1.0,1.0,2.1399,1.1461,1.3424,0.4545,0.4366
1152,1161,97,12,14,7015,70,1687,0.507,0.3095,0.6429,0.0053,0.75,1.0,1.0,1.9868,0.9542,1.1461,0.3571,0.2359
1130,1138,169,25,31,20751,80,1630,0.6572,0.1864,0.2581,0.0049,0.32,1.0,1.0,2.2279,0.9031,1.4914,0.7419,0.5362
39,212,5753,324,158,618954,42,1358,0.0575,0.4604,0.3882,0.1291,0.5906,0.4141,0.0,3.7655,2.243,1.8325,-0.6118,1.0
1550,1564,747,57,54,61966,86,1626,0.0928,0.2706,0.0714,0.0086,0.2105,0.9825,1.0,2.8733,1.1461,1.7324,0.9286,0.9998
264,280,119,21,13,27180,192,1353,0.3294,0.4141,0.6111,0.0106,0.8571,0.9231,0.0,2.0756,1.2553,1.0414,-0.3889,0.3329
1415,1474,170,21,19,19139,61,1692,0.2101,0.4738,0.5909,0.016,0.8095,1.0,0.0,2.2304,1.3424,1.2787,-0.4091,0.463
1372,1388,139,17,12,15147,93,1690,0.6696,0.256,0.8571,0.0103,0.8235,1.0,0.0,2.143,1.1461,1.0792,-0.1429,0.2901
0,12,110,14,17,12173,82,1387,0.1395,0.2273,0.4706,0.0066,0.8571,1.0,1.0,2.0414,1.0414,1.2305,0.5294,0.2482
39,214,5816,297,151,608295,37,1356,0.0575,0.4206,0.3509,0.1291,0.5766,0.4114,0.0,3.7646,2.243,1.7781,-0.6491,1.0
39,190,6279,249,132,701931,39,1358,0.0574,0.5016,0.3399,0.1127,0.6169,0.5177,0.0,3.806,2.1847,1.1461,-0.6601,1.0
1627,1637,161,23,28,15572,71,1658,0.0912,0.4647,0.2857,0.0066,0.3913,1.0,1.0,2.2068,0.9542,1.4472,0.7143,0.4963
604,527,60,29,7,7385,109,1694,0.7612,0.6222,0.9412,0.0147,0.4828,0.8571,0.0,1.7781,1.301,0.699,-0.0588,0.2583
1321,1332,162,13,24,18996,101,1352,0.0325,0.3148,0.2917,0.0049,0.6154,1.0,1.0,2.2095,0.9031,1.3802,0.7083,0.2901
1261,1273,181,30,18,19537,90,1353,0.1183,0.5876,0.6667,0.0111,0.5,0.6667,0.0,2.2577,1.1761,1.2553,-0.3333,0.5659
817,828,102,14,13,12424,112,1350,0.9324,0.1901,0.8461,0.0068,0.7857,1.0,1.0,2.0086,1.0414,1.1139,0.1539,0.257
861,871,231,29,25,23671,125,1372,0.7385,0.6222,0.6,0.0088,0.6857,0.96,1.0,2.3636,1.0792,1.3979,0.4,0.5951
602,616,160,20,27,16579,89,1698,0.8693,0.3611,0.8571,0.0059,0.5,1.0,1.0,2.2095,1.0,1.3979,0.1429,0.2901
6,15,108,13,16,11369,92,1687,0.0369,0.4167,0.5625,0.0053,0.6923,1.0,1.0,2.0334,0.9542,1.2041,0.4375,0.2583
357,373,74,15,11,7525,111,1372,0.5646,0.4095,0.9167,0.0066,0.8,1.0,0.0,1.8692,1.0414,1.0414,-0.0833,0.2432
489,515,13,5,6,1537,114,1360,0.8542,0.3333,0.8182,0.0037,0.7,1.0,0.0,1.0792,0.699,0.7782,-0.1818,0.1353
39,192,5695,232,124,598890,42,1402,0.0556,0.3514,0.3952,0.1077,0.6611,0.4516,0.0,3.7555,2.179,1.7853,-0.6048,1.0
547,588,130,30,15,16308,104,1362,0.7156,0.4315,0.2632,0.0218,0.9,0.4667,0.0,2.1139,1.4771,0.8451,-0.7368,0.4399
39,214,6472,288,138,675748,43,1358,0.0574,0.4235,0.4,0.1291,0.6464,0.5245,0.0,3.8453,2.243,1.8261,-0.6,1.0
1065,1079,265,20,21,26683,89,1356,0.4138,0.2597,0.5714,0.0088,0.5,1.0,1.0,2.4232,1.0792,1.3222,0.4286,0.417
13,32,836,63,43,88065,89,1373,0.0189,0.3099,0.1765,0.0125,0.2687,0.9885,1.0,2.9222,1.2305,1.6233,0.8235,0.9985
1094,1101,184,25,39,22198,192,1353,0.3061,0.4103,0.2308,0.0066,0.36,1.0,1.0,2.2648,0.9542,1.5911,0.7692,0.5805
1568,1583,121,11,18,11890,78,1698,0.0896,0.3864,0.8182,0.0065,0.8461,1.0,1.0,2.0828,1.0414,1.2553,0.1818,0.3464
39,197,17825,821,541,2144244,26,1398,0.0556,0.3394,0.9854,0.1114,0.2056,0.3911,1.0,4.251,2.1987,2.2227,0.0146,1.0
1254,1259,12,7,4,1509,109,1358,0.1593,0.4286,0.5714,0.0052,1.0,1.0,0.0,1.0792,0.8451,0.6021,-0.4286,0.1384
312,323,82,13,11,8720,106,1387,0.2542,0.1736,1.0,0.0081,0.8461,1.0,0.5,1.9138,1.0414,1.0414,0.0,0.23
13,22,621,46,46,64288,78,1650,0.0189,0.5673,0.1732,0.0072,0.3226,1.0,1.0,2.842,1.0,1.6812,0.8268,0.9998
1324,1333,128,19,23,11931,40,1372,0.0296,0.4103,0.3913,0.0066,0.4737,1.0,1.0,2.1072,0.9542,1.3617,0.6087,0.3464
973,986,80,12,11,8193,90,1666,0.8331,0.2,0.9091,0.006,0.8333,1.0,1.0,1.9031,1.0,1.0414,0.0909,0.2173
259,272,479,44,44,52715,116,1392,0.3785,0.3535,0.2407,0.0096,0.2414,0.9773,1.0,2.6803,1.1139,1.6335,0.7593,0.9349
531,538,69,9,8,7164,86,1690,0.9164,0.2361,0.8889,0.0047,0.8889,1.0,0.0,1.8389,0.9031,0.9031,-0.1111,0.1773
2,10,101,6,15,9556,99,1687,0.0192,0.2143,0.45,0.0037,1.0,0.9667,1.0,2.0043,0.699,1.301,0.55,0.463
616,632,115,28,17,13193,100,1362,0.9003,0.3155,0.7273,0.0124,0.8824,0.9375,0.0,2.0607,1.3222,1.1761,-0.2727,0.3977
1325,1332,135,13,24,15672,110,1354,0.0325,0.4219,0.3333,0.0037,0.3846,1.0,1.0,2.1303,0.699,1.3802,0.6667,0.2901
1641,1666,66,13,10,6884,47,1656,0.0047,0.1875,0.9,0.0059,0.7692,1.0,1.0,1.8195,1.0,1.0,0.1,0.1954
1065,1083,121,30,12,12773,95,1692,0.7232,0.4952,0.3333,0.0174,0.9,0.75,0.0,2.0828,1.3802,0.9542,-0.6667,0.3068
1033,1045,16,11,5,2001,118,1358,0.6763,0.2727,0.9091,0.0059,0.8182,1.0,0.0,1.2041,0.9031,0.4771,-0.0909,0.1852
630,649,227,61,49,35308,98,1356,0.6162,0.4386,0.6842,0.0169,0.3954,0.7179,1.0,2.356,1.3617,1.4314,0.3158,0.7955
1568,1584,73,15,15,9214,109,1692,0.1182,0.2464,0.6429,0.0083,0.9333,0.6,0.0,1.8633,1.1461,0.9542,-0.3571,0.2359
1505,1522,194,25,31,22098,100,1358,0.2118,0.4259,0.5454,0.0088,0.52,1.0,1.0,2.2856,1.0792,1.4914,0.4545,0.6015
39,212,6596,307,140,685447,46,1358,0.0575,0.4352,0.3931,0.1274,0.5786,0.5245,0.0,3.8193,2.238,1.8195,-0.6069,1.0
98,166,5323,174,427,365943,35,1362,0.1441,0.8856,0.0519,0.0427,0.3204,0.9994,1.0,3.7403,1.7634,2.4928,0.9481,1.0
858,868,54,15,13,7717,148,1353,0.8667,0.3155,0.8571,0.0088,0.8,1.0,0.0,1.7324,1.0792,1.1139,-0.1429,0.2105
1128,1141,297,33,42,29349,112,1360,0.3516,0.4155,0.7037,0.0096,0.3514,0.9546,1.0,2.4786,1.1139,1.6335,0.2963,0.6514
1223,1231,313,38,46,30271,92,1353,0.0131,0.5292,0.0938,0.0066,0.2571,1.0,1.0,2.4969,0.9542,1.6628,0.9063,0.8299
799,803,169,26,35,16217,46,1648,0.0353,0.5464,0.3684,0.0071,0.3684,1.0,1.0,2.2279,1.0792,1.5441,0.6316,0.5708
1324,1333,652,29,49,63194,77,1353,0.0325,0.567,0.1803,0.0061,0.2381,0.9796,1.0,2.8162,1.0,1.6812,0.8197,0.9212
1565,1578,168,23,31,16076,79,1690,0.1103,0.4457,0.3548,0.0071,0.5454,0.9677,1.0,2.2253,1.0792,1.4771,0.6452,0.5378
1027,1072,138,28,31,15951,110,1358,0.6613,0.6254,0.9474,0.0199,0.9643,0.9677,0.0,2.1367,1.4314,1.2553,-0.0526,0.6015
41,189,8391,611,359,1001426,43,1402,0.0585,0.4382,0.9282,0.1057,0.2739,0.4587,0.0,3.9238,2.1584,2.1818,-0.0718,1.0
828,837,69,13,11,7881,88,1646,0.7699,0.303,0.8182,0.0055,0.6923,1.0,1.0,1.8389,0.9542,1.0414,0.1818,0.2051
41,232,15775,755,444,1868220,23,1400,0.0586,0.4373,0.961,0.1364,0.2066,0.3739,1.0,4.198,2.281,2.2253,0.039,1.0
623,632,390,24,27,40498,95,1687,0.9808,0.2969,0.3333,0.0071,0.4167,1.0,1.0,2.5911,1.0792,1.4314,0.6667,0.8299
816,824,106,10,21,12587,91,1358,0.7127,0.2778,0.2857,0.0074,0.7692,1.0,1.0,2.0253,1.0,1.3222,0.7143,0.2532
